X,Y
120.984143,14.533076
120.983244,14.520337
121.0016,14.451343
121.001111,14.445416
121.000857,14.443456
121.00084,14.441625
121.001267,14.439772
121.002759,14.533997
121.00252,14.531969
121.002885,14.529836
121.002105,14.528091
121.002147,14.516162
121.003403,14.513212
121.002529,14.510815
120.985557,14.491878
121.002751,14.507958
121.003293,14.497506
120.984322,14.490424
121.002194,14.474601
120.985443,14.486173
121.00339,14.438659
121.004326,14.531283
121.00478,14.528176
120.984292,14.484004
121.004169,14.515142
120.985313,14.478699
121.004175,14.473421
121.003691,14.451194
120.984312,14.476016
121.00616,14.530812
120.98542,14.474491
121.006034,14.514477
121.004791,14.507292
121.005164,14.505386
121.005562,14.499079
120.985367,14.469978
121.006148,14.472139
121.006085,14.452019
121.006013,14.449984
121.006059,14.441145
121.005315,14.437704
121.006758,14.527909
120.985539,14.46463
121.007463,14.513273
121.007462,14.500132
120.982832,14.515858
121.006972,14.45376
121.00727,14.444677
121.007466,14.442716
121.008864,14.53367
121.007628,14.532114
121.008708,14.530601
121.008471,14.528698
121.008524,14.51123
121.008233,14.507327
121.008065,14.470876
120.985136,14.448203
121.00793,14.448799
121.008806,14.446745
121.009771,14.527136
121.010214,14.50953
121.010165,14.501651
121.009375,14.4996
120.984753,14.442038
120.98463,14.440223
121.010018,14.469652
121.010029,14.467432
120.984584,14.437819
121.011355,14.525723
121.010778,14.523923
120.986917,14.531763
121.011461,14.510887
121.011569,14.499329
120.983039,14.513909
120.98674,14.528957
121.011586,14.468629
121.010704,14.446845
120.985571,14.52417
121.012768,14.52446
121.012085,14.522593
120.98585,14.522362
121.012357,14.509272
121.01261,14.50291
121.012886,14.497871
120.985719,14.517543
121.011915,14.444738
121.011909,14.442887
121.014395,14.523467
121.014339,14.521621
121.014219,14.501926
121.013706,14.495884
121.013388,14.467976
120.985932,14.506832
121.014295,14.443788
121.015582,14.520074
121.014529,14.493811
121.015244,14.491928
121.015658,14.470591
121.01542,14.466705
120.986817,14.4935
121.016302,14.521756
121.016916,14.518796
121.016529,14.502755
121.016997,14.491144
120.986936,14.489327
121.017096,14.465903
121.017075,14.445359
121.018089,14.520462
121.018465,14.51712
121.018376,14.502529
121.018512,14.490051
120.986808,14.479954
121.017854,14.47107
120.986942,14.477716
121.018468,14.450934
121.019899,14.534401
120.983025,14.507971
120.986627,14.475885
121.019125,14.518915
120.986171,14.472399
121.019866,14.470894
121.019041,14.46531
121.019216,14.449131
121.019732,14.447146
121.020941,14.532242
121.02114,14.518889
121.020321,14.51724
121.021271,14.503831
120.983071,14.531334
121.020166,14.489203
121.021267,14.469268
121.02057,14.466993
121.020717,14.464277
121.02125,14.44598
121.022081,14.534122
121.021921,14.530654
121.022585,14.520279
121.022637,14.517385
121.022531,14.514882
121.022367,14.488383
121.022566,14.472425
121.022576,14.463518
121.021901,14.447725
120.986872,14.447312
121.023994,14.531959
121.023087,14.529141
121.023691,14.52739
121.023869,14.521727
121.023116,14.505205
120.986802,14.442321
121.023855,14.447999
121.023038,14.445341
121.024911,14.525792
121.024618,14.523799
121.025394,14.506519
121.02475,14.487579
121.025306,14.475912
121.024818,14.473446
121.024397,14.462775
120.987698,14.525109
121.025036,14.444886
121.025532,14.53074
121.026383,14.529115
121.02644,14.527043
121.026582,14.523476
121.02672,14.521281
121.026758,14.507817
121.026729,14.487091
121.026591,14.472055
120.988216,14.517271
121.026134,14.461696
121.025989,14.448411
121.026526,14.446633
121.028002,14.519807
121.027354,14.506062
121.028107,14.485864
121.028105,14.478637
121.027477,14.476318
120.988296,14.507876
121.028045,14.460625
120.987914,14.506061
121.027929,14.448909
121.02799,14.445078
121.028744,14.526854
121.029457,14.518617
121.029412,14.516743
121.029468,14.509461
121.02941,14.506533
121.029358,14.471412
120.988293,14.497213
121.029261,14.446964
120.987829,14.495247
121.030506,14.527762
121.030569,14.514715
120.988206,14.492092
121.029884,14.48488
121.03088,14.482668
121.030411,14.480693
121.030732,14.478822
121.029893,14.46003
121.030798,14.454818
121.030236,14.452664
121.0303,14.450817
121.029871,14.448863
121.032152,14.528673
121.03211,14.520048
120.988276,14.482655
121.032255,14.513369
121.032231,14.511055
121.031934,14.507927
121.031876,14.484355
121.031418,14.472626
121.03185,14.458673
121.03135,14.456658
121.031883,14.449362
121.032773,14.533886
121.033499,14.530742
121.033587,14.509783
121.03274,14.491136
121.032341,14.489321
121.033627,14.483703
121.033619,14.457579
121.033166,14.448051
121.034941,14.532146
121.034521,14.521295
121.034788,14.51482
121.034497,14.50786
121.034983,14.490446
121.034358,14.446653
121.036304,14.533386
121.035636,14.53043
121.036232,14.522156
121.036366,14.515852
121.036229,14.507115
121.035626,14.505216
121.036353,14.50355
121.035651,14.487903
121.03598,14.482885
121.035691,14.456753
121.035513,14.445193
121.037604,14.530389
121.037739,14.505956
121.037682,14.50134
121.037428,14.491077
121.037297,14.487056
121.037753,14.483901
121.037521,14.456044
120.989547,14.533187
121.03794,14.534395
121.038526,14.523308
121.038457,14.516346
121.038766,14.507958
120.989571,14.53067
121.039033,14.504624
121.039115,14.500037
121.038839,14.492338
121.039061,14.486467
120.989648,14.525243
121.040465,14.530379
121.040274,14.524192
121.040336,14.516086
121.040495,14.507245
121.040005,14.497714
121.040033,14.476281
121.039946,14.455602
121.041091,14.533181
121.041851,14.529121
121.04171,14.527267
120.989634,14.511827
121.040949,14.503836
121.04141,14.495936
121.041678,14.493925
120.989089,14.509704
121.041775,14.485989
121.041713,14.454986
120.989576,14.505151
121.043112,14.525763
121.043011,14.516231
121.042304,14.508389
120.98961,14.501386
121.042639,14.502814
121.043224,14.49216
121.043059,14.487332
120.988959,14.499355
121.042781,14.476257
120.989658,14.494661
121.043075,14.437858
121.044513,14.509376
121.044254,14.505847
121.044501,14.502971
121.044347,14.490559
121.044388,14.488684
121.044554,14.486168
120.988894,14.489967
121.044497,14.469281
121.04462,14.454739
121.044851,14.524929
121.045605,14.516346
120.982887,14.489269
121.045956,14.506585
121.044884,14.501176
121.04597,14.487337
121.044931,14.48434
121.045343,14.482561
121.045019,14.480068
121.04499,14.477802
121.045012,14.475963
121.044803,14.47365
121.045355,14.471921
121.045114,14.467464
121.044976,14.465279
121.045343,14.462678
121.045035,14.460236
121.045064,14.457525
121.04586,14.453349
121.045439,14.451084
121.045057,14.44907
121.045197,14.446937
121.045316,14.444291
121.045124,14.442127
121.045003,14.440105
121.045325,14.438045
121.046534,14.524157
121.046643,14.521829
121.047224,14.51986
121.046863,14.513771
121.046839,14.511879
121.046174,14.510191
121.047185,14.502534
121.046609,14.500234
121.047338,14.490581
121.047094,14.488788
121.047254,14.482006
121.04723,14.464055
121.046739,14.461322
121.046747,14.458705
121.046387,14.45614
121.047177,14.445012
121.048682,14.534387
121.048667,14.517318
121.048538,14.51466
121.048665,14.511452
120.989392,14.463009
121.048713,14.508115
121.047719,14.505425
121.048667,14.503827
121.048454,14.501173
121.047741,14.496075
121.048091,14.493631
121.04843,14.456124
121.048282,14.453475
121.049577,14.519277
121.049978,14.510061
121.050093,14.502051
121.04983,14.49986
121.050037,14.498004
121.050108,14.493651
121.049664,14.488523
121.049325,14.482053
121.049823,14.465131
121.04988,14.452433
120.988663,14.446771
121.049515,14.444864
121.051009,14.533123
121.051373,14.518587
121.051302,14.516663
121.050957,14.508276
121.051387,14.503489
121.050653,14.495886
120.989603,14.441962
121.051486,14.48906
121.050344,14.479912
121.050846,14.460458
121.050621,14.45865
121.050262,14.456848
121.050577,14.450669
121.0514,14.44875
121.050842,14.446166
121.050576,14.442717
121.050653,14.440658
121.05048,14.438689
121.052573,14.534177
121.052726,14.532299
121.052757,14.519844
121.052341,14.51504
121.051916,14.50652
121.052807,14.504775
121.051692,14.499881
121.05236,14.497676
121.052851,14.495915
120.990701,14.529137
121.052202,14.494057
121.052245,14.479314
120.990242,14.52717
121.052849,14.465267
121.05283,14.45596
121.052224,14.453737
121.051907,14.451945
120.99075,14.523787
121.054178,14.522531
121.053669,14.513422
120.990891,14.521809
121.054137,14.510531
121.053694,14.508189
121.05378,14.506354
121.054191,14.503532
120.991033,14.519917
121.054215,14.497428
121.053943,14.489271
121.053997,14.480044
120.990654,14.517629
121.054221,14.460664
121.053613,14.45872
120.990547,14.515824
120.983122,14.482568
120.990401,14.513781
121.055411,14.525188
121.055429,14.512772
121.055456,14.508787
121.0556,14.505426
120.990957,14.510554
121.05546,14.498797
121.055281,14.495902
120.991021,14.507916
121.055544,14.466619
121.055517,14.464717
121.054994,14.46273
121.056827,14.529132
121.056508,14.527192
121.056524,14.523619
121.056104,14.521627
120.990371,14.503425
121.056581,14.511136
121.056689,14.501316
121.05689,14.497206
121.056015,14.488741
121.056821,14.480811
120.990848,14.498971
121.05691,14.468416
120.990271,14.497187
121.057891,14.533803
121.057654,14.531929
121.05826,14.525735
121.058095,14.521651
121.057392,14.519817
121.058094,14.517917
121.05779,14.516127
121.057339,14.513486
121.057911,14.505165
121.058318,14.502481
121.057907,14.499078
120.990681,14.490945
121.05815,14.488823
121.058263,14.47203
121.057703,14.470277
120.990859,14.483217
120.991059,14.462213
120.990979,14.446252
120.990499,14.437467
120.991716,14.525465
120.992372,14.511849
120.992293,14.504145
120.992322,14.501244
120.992406,14.49477
120.991896,14.492637
120.991721,14.48924
120.991203,14.486851
120.992201,14.485327
120.98344,14.469288
120.983125,14.466644
120.99223,14.443083
120.991434,14.441428
120.991269,14.439562
120.993328,14.533291
120.993118,14.530467
120.993551,14.528262
120.993752,14.526429
120.993619,14.524439
120.99377,14.522457
120.993426,14.51996
120.993108,14.516949
120.993066,14.515047
120.993795,14.505355
120.993623,14.498737
120.992539,14.497182
120.993722,14.492216
120.992896,14.461396
120.993324,14.453447
120.993789,14.451462
120.992737,14.445351
120.993652,14.440996
120.995178,14.533104
120.99516,14.529272
120.995165,14.517357
120.995111,14.510973
120.994835,14.509183
120.994318,14.507103
120.995029,14.500055
120.99479,14.486415
120.994597,14.484304
120.994893,14.461786
120.994729,14.459948
120.982916,14.4489
120.994788,14.457775
120.994914,14.455959
120.994202,14.44936
120.994101,14.446832
120.994461,14.444283
120.995112,14.442135
120.99625,14.527795
120.995631,14.526057
120.996529,14.520057
120.996196,14.515804
120.99588,14.51366
120.99643,14.50414
120.995988,14.501663
120.996294,14.493313
120.996551,14.491508
120.982863,14.441696
120.995543,14.482669
120.983061,14.524308
120.996531,14.467787
120.996401,14.465666
120.995862,14.46336
120.996129,14.453393
120.995493,14.440356
120.997491,14.533381
120.996858,14.530674
120.997147,14.524854
120.997031,14.522933
120.997552,14.517122
120.997287,14.508507
120.984807,14.530564
120.996798,14.506534
120.997903,14.501235
120.997776,14.498946
120.997688,14.494636
120.997827,14.486619
120.99671,14.48125
120.984993,14.527812
120.997685,14.479572
120.997785,14.470773
120.985002,14.525988
120.997629,14.452027
120.996981,14.442714
120.997092,14.439223
120.998555,14.52657
120.998935,14.524027
120.999053,14.521299
120.999135,14.518998
120.998968,14.507695
120.999154,14.503324
120.998361,14.497211
120.998418,14.490567
120.999295,14.487906
120.99891,14.477626
120.999098,14.473274
120.984804,14.515927
120.999294,14.451148
120.998479,14.441427
120.999458,14.533263
120.999727,14.530639
120.999674,14.528277
121.00044,14.525126
120.999461,14.517142
121.000599,14.505157
120.999967,14.496098
121.000234,14.476116
121.000889,14.522531
121.000995,14.520438
121.000956,14.518549
121.000836,14.507058
